"id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","yr_built","zipcode","lat","long"
"6187500080","20140716T000000","  637,000 ","5","3","2460","7240","1","No","No View","Average","9","1991","98006","47.5486","-122.189"
"5071400485","20140807T000000","  637,000 ","3","2","1980","6000","1","No","No View","Good","7","1958","98115","47.6921","-122.283"
"293610020","20150304T000000","  637,000 ","4","2.75","2900","5803","2","No","No View","Average","9","2007","98028","47.7368","-122.232"
"7974200902","20150506T000000","  637,000 ","4","2.5","1710","5000","1","No","No View","Average","8","1979","98115","47.6772","-122.285"
"2887700970","20150209T000000","  637,000 ","4","2.75","2190","2867","1.5","No","No View","Very Good","7","1929","98115","47.6868","-122.308"
"3448900290","20140828T000000","  636,230 ","4","2.5","2840","6284","2","No","No View","Average","9","2013","98056","47.5135","-122.169"
"6819100080","20141001T000000","  636,100 ","3","1","1010","6000","1.5","No","No View","Average","7","1919","98119","47.6438","-122.357"
"2652500070","20140508T000000","  636,000 ","2","1.75","1230","3600","1.5","No","No View","Very Good","7","1925","98119","47.6423","-122.361"
"7694800270","20150420T000000","  636,000 ","3","2.5","2140","2770","2","No","No View","Average","8","2007","98052","47.6664","-122.131"
"7504000290","20140522T000000","  635,700 ","4","2.5","3240","13978","1","No","No View","Average","9","1977","98074","47.6298","-122.057"
"9468200175","20141114T000000","  635,500 ","3","2","1660","3600","1","No","No View","Average","7","1939","98103","47.6789","-122.351"
"6664000130","20141013T000000","  635,250 ","3","2.25","2210","22040","1","No","No View","Very Good","8","1976","98004","47.5904","-122.194"
"2028701000","20140529T000000","  635,200 ","4","1.75","1640","4240","1","No","No View","Very Good","7","1921","98117","47.6766","-122.368"
"2723069147","20140902T000000","  635,000 ","3","2.25","2680","175982","1","No","No View","Average","9","2004","98038","47.4487","-122.033"
"2623029003","20141216T000000","  635,000 ","3","1.75","1940","167125","1","Yes","Fair","Good","7","1955","98070","47.459","-122.504"
"224069114","20140829T000000","  635,000 ","4","2.5","2470","77550","1","No","No View","Good","7","1987","98075","47.5888","-122.011"
"3811000180","20150305T000000","  635,000 ","4","2.25","2350","46173","2","No","No View","Good","8","1980","98053","47.6657","-122.067"
"1332000110","20140725T000000","  635,000 ","4","2.5","2490","40608","2","No","No View","Average","9","1997","98053","47.6507","-122.004"
"8665900168","20141105T000000","  635,000 ","4","2.5","4260","36360","1.5","No","No View","Good","8","1935","98155","47.764","-122.302"
"6979900360","20140709T000000","  635,000 ","4","2.5","3080","35430","2","No","No View","Average","9","1997","98053","47.6325","-121.97"
"9186300060","20140916T000000","  635,000 ","5","3.25","3710","34200","2","No","No View","Average","8","1986","98074","47.6101","-122.047"
"6979910120","20150323T000000","  635,000 ","4","2.5","2570","27972","2","No","No View","Average","8","1997","98053","47.6343","-121.969"
"6979900080","20141125T000000","  635,000 ","3","2.5","3610","26359","1","No","No View","Average","8","1998","98053","47.6306","-121.968"
"2619600010","20140513T000000","  635,000 ","4","1.75","1950","13320","1","No","No View","Good","8","1969","98007","47.6196","-122.139"
"9358400150","20150206T000000","  635,000 ","5","3.5","4150","13232","2","No","No View","Average","11","2006","98003","47.3417","-122.182"
"6388930170","20150408T000000","  635,000 ","4","2.5","2070","11286","2","No","No View","Average","8","1996","98056","47.5284","-122.173"
"4077800590","20150226T000000","  635,000 ","4","2.5","2080","11176","1","No","No View","Very Good","8","1954","98125","47.7107","-122.289"
"7856560480","20140808T000000","  635,000 ","3","2.5","1780","11000","1","No","No View","Good","8","1980","98006","47.5574","-122.149"
"8691310420","20150424T000000","  635,000 ","4","2.5","2500","10215","2","No","No View","Average","9","1998","98075","47.5912","-121.986"
"7752000090","20150113T000000","  635,000 ","4","1.75","2400","10050","1","No","No View","Very Good","8","1957","98008","47.6339","-122.124"
"7811200310","20141216T000000","  635,000 ","4","2.25","1920","8910","1","No","No View","Good","8","1969","98005","47.5897","-122.156"
"1624049087","20140917T000000","  635,000 ","2","2.5","2470","8840","2","No","No View","Good","8","2001","98108","47.5693","-122.301"
"3343901403","20141216T000000","  635,000 ","4","2.5","2930","8679","2","No","No View","Average","8","2014","98056","47.5164","-122.19"
"1939130730","20140717T000000","  635,000 ","4","2","2260","8457","2","No","No View","Average","9","1992","98074","47.6251","-122.03"
"9157600060","20140910T000000","  635,000 ","4","2","2660","8160","1","No","No View","Good","7","1949","98177","47.7229","-122.359"
"3034200399","20150113T000000","  635,000 ","4","2.5","2720","7991","2","No","No View","Average","9","2006","98133","47.7168","-122.331"
"4177100005","20150403T000000","  635,000 ","4","2.5","2970","7961","1","No","No View","Average","8","1969","98125","47.7118","-122.29"
"2639400020","20140801T000000","  635,000 ","4","1.75","2460","7560","2","No","No View","Good","8","1952","98177","47.7256","-122.367"
"3210600010","20141031T000000","  635,000 ","3","2.25","1940","7482","1","No","No View","Good","7","1964","98004","47.6004","-122.195"
"3904960910","20140917T000000","  635,000 ","4","2.5","3050","7238","2","No","No View","Average","8","1989","98029","47.5772","-122.013"
"7663700150","20140822T000000","  635,000 ","4","3.25","2690","7200","2","No","Good","Average","9","1978","98155","47.7341","-122.288"
"5249803550","20140602T000000","  635,000 ","3","2.5","1960","7200","1","No","No View","Good","8","1940","98118","47.5655","-122.27"
"9522350090","20141106T000000","  635,000 ","4","2.5","2410","7069","2","No","No View","Average","9","1993","98034","47.7094","-122.234"
"3491300180","20150427T000000","  635,000 ","3","1.75","1480","6985","1.5","No","No View","Good","7","1926","98117","47.686","-122.374"
"7202310040","20150408T000000","  635,000 ","3","2.5","2620","6842","2","No","No View","Average","7","2002","98053","47.6846","-122.037"
"7853370260","20140711T000000","  635,000 ","4","3.25","3420","6752","2","No","Average","Average","9","2012","98065","47.517","-121.876"
"7853301700","20150420T000000","  635,000 ","5","2.75","3110","6621","2","No","No View","Average","9","2006","98065","47.543","-121.888"
"8121100265","20140521T000000","  635,000 ","4","2.25","2750","6180","1","No","No View","Good","8","1948","98118","47.5691","-122.284"
"3619600132","20140915T000000","  635,000 ","3","1.75","2940","6000","1","No","Average","Good","8","1957","98177","47.7235","-122.369"
"1562200040","20150407T000000","  635,000 ","5","2.25","2180","6000","1","No","No View","Good","8","1966","98007","47.6235","-122.143"
"7202331220","20140721T000000","  635,000 ","6","2.5","3880","5700","2","No","No View","Average","7","2003","98053","47.6816","-122.038"
"1254200045","20150422T000000","  635,000 ","5","2.75","2620","5500","1.5","No","No View","Average","7","1911","98117","47.6806","-122.388"
"5700000275","20140528T000000","  635,000 ","3","2.5","2300","5500","1.5","No","No View","Good","8","1921","98144","47.5785","-122.293"
"2267000485","20141201T000000","  635,000 ","3","1.5","2240","5300","1","No","No View","Very Good","7","1955","98117","47.6927","-122.395"
"3575305452","20140717T000000","  635,000 ","4","2.25","2240","5000","2","No","No View","Average","8","2013","98074","47.6212","-122.058"
"2301400470","20140908T000000","  635,000 ","3","1.75","1530","5000","1","No","Average","Average","7","1948","98117","47.6806","-122.36"
"1870400615","20150309T000000","  635,000 ","5","1.75","2240","4750","1","No","No View","Good","7","1920","98115","47.6727","-122.293"
"8813400245","20150227T000000","  635,000 ","3","1.75","1210","4400","1.5","No","No View","Good","8","1930","98105","47.6621","-122.288"
"11300120","20140630T000000","  635,000 ","3","2.5","3350","4007","2","No","No View","Average","8","2005","98034","47.7277","-122.207"
"9521100960","20150116T000000","  635,000 ","4","1.5","2820","4000","2","No","No View","Average","7","1911","98103","47.6638","-122.348"
"7133300380","20150209T000000","  635,000 ","4","2.5","2500","4000","2","No","No View","Average","8","2014","98144","47.5902","-122.311"
"2767604580","20150223T000000","  635,000 ","3","1.75","1340","3900","2","No","No View","Very Good","7","1900","98107","47.6711","-122.379"
"5499200060","20150403T000000","  635,000 ","4","3","2100","3800","2","No","No View","Average","8","1972","98115","47.6807","-122.291"
"9834201145","20150222T000000","  635,000 ","4","2.5","2880","3091","2","No","No View","Average","9","2014","98144","47.5711","-122.286"
"1254200615","20140716T000000","  635,000 ","3","2.5","1530","2978","1","No","No View","Average","7","1997","98117","47.6796","-122.39"
"2883200524","20140512T000000","  635,000 ","3","2.5","1570","1433","3","No","No View","Average","8","2010","98103","47.6858","-122.336"
"3629700030","20150223T000000","  635,000 ","3","3","2290","1407","2.5","No","No View","Average","8","2014","98027","47.5446","-122.017"
"3629700090","20140819T000000","  635,000 ","3","3","2230","1407","2.5","No","No View","Average","8","2013","98027","47.5446","-122.017"
"3629700080","20150108T000000","  635,000 ","3","3","2230","1407","2.5","No","No View","Average","8","2014","98027","47.5446","-122.017"
"6848200221","20140902T000000","  635,000 ","3","3.5","1730","1349","3","No","No View","Average","9","2009","98102","47.6224","-122.326"
"6852700520","20150406T000000","  635,000 ","2","2.5","1390","1132","2","No","No View","Average","8","2006","98102","47.6228","-122.319"
"7589200191","20140807T000000","  634,950 ","3","3","2180","2650","1.5","No","No View","Very Good","8","1930","98117","47.6891","-122.375"
"7202340930","20141209T000000","  634,800 ","4","3","3280","4904","2","No","No View","Average","7","2005","98053","47.6802","-122.033"
"7618700112","20150210T000000","  634,000 ","3","1.75","2570","13000","2","No","No View","Good","7","1962","98177","47.7705","-122.371"
"3629760110","20140821T000000","  634,000 ","3","2.5","2490","4904","2","No","No View","Average","9","2003","98029","47.5451","-122.014"
"7853420100","20140623T000000","  633,634 ","4","3.5","2960","6000","2","No","No View","Average","9","2014","98065","47.5183","-121.886"
"205000450","20140514T000000","  633,100 ","4","2.5","2470","33305","2","No","No View","Average","9","1993","98053","47.6303","-121.99"
"7937900040","20141219T000000","  633,000 ","5","2.75","3630","30570","2","No","No View","Average","11","2000","98058","47.4243","-122.097"
"7987401010","20140703T000000","  633,000 ","4","2.5","2360","10000","1","No","Good","Average","8","1977","98126","47.573","-122.374"
"6646200420","20150102T000000","  633,000 ","4","2.5","2020","8044","2","No","No View","Average","8","1990","98074","47.6247","-122.043"
"7853280490","20141222T000000","  633,000 ","4","3.5","4220","5817","2","No","No View","Average","9","2006","98065","47.5392","-121.862"
"1774220160","20141104T000000","  632,925 ","3","2.5","2990","32239","2","No","No View","Good","8","1978","98077","47.7718","-122.095"
"8722100030","20150407T000000","  632,750 ","4","2","1800","4800","1.5","No","No View","Average","7","1918","98112","47.6388","-122.302"
"7574910420","20141201T000000","  632,500 ","4","1.5","2720","37258","2","No","No View","Average","10","1994","98077","47.7402","-122.035"
"3066400140","20140620T000000","  632,500 ","4","2.5","2090","10306","2","No","No View","Average","10","1986","98074","47.6304","-122.051"
"7853270740","20140917T000000","  632,500 ","5","3.25","3500","7254","2","No","No View","Average","8","2005","98065","47.5444","-121.881"
"7202331160","20140616T000000","  632,500 ","5","2.5","2640","7096","2","No","No View","Average","7","2003","98053","47.6827","-122.038"
"2767601390","20150304T000000","  632,500 ","4","2","1770","5000","2","No","No View","Good","7","1906","98107","47.6748","-122.386"
"5561301150","20141111T000000","  632,000 ","5","3","3520","36558","2","No","No View","Good","8","1985","98027","47.4658","-122.007"
"8016300250","20140827T000000","  632,000 ","5","2.5","2260","10087","1","No","No View","Average","8","1967","98008","47.5982","-122.128"
"9455200570","20141217T000000","  632,000 ","6","2.5","2560","8320","1","No","No View","Average","7","1961","98125","47.7021","-122.287"
"6137610190","20150317T000000","  632,000 ","3","2.25","2730","7521","2","No","Average","Average","9","1992","98011","47.7704","-122.196"
"6021500025","20140818T000000","  631,750 ","3","1.75","2360","4063","1","No","No View","Very Good","7","1940","98117","47.6902","-122.382"
"1862400176","20140505T000000","  631,625 ","4","2.5","2440","6651","2","No","No View","Average","9","2014","98117","47.6971","-122.371"
"513000585","20140707T000000","  631,500 ","4","2","2530","5650","1.5","No","No View","Good","8","1910","98116","47.5778","-122.382"
"6819100040","20140624T000000","  631,500 ","2","1","1130","2640","1","No","No View","Good","8","1927","98109","47.6438","-122.357"
"9525600030","20150428T000000","  631,500 ","2","2.5","1780","2493","3","No","No View","Average","8","1981","98107","47.6704","-122.358"
"3023059071","20150210T000000","  631,000 ","4","4","2630","59586","1","No","No View","Average","7","1963","98055","47.4496","-122.209"
"9828200605","20150408T000000","  631,000 ","4","2","1930","3240","1.5","No","No View","Good","7","1911","98122","47.6156","-122.299"
"2197600451","20141105T000000","  631,000 ","5","2","2270","2400","2","No","No View","Average","7","1905","98122","47.6051","-122.319"
"8077100031","20150422T000000","  631,000 ","3","2.25","1670","1396","2","No","No View","Average","9","2015","98115","47.6814","-122.288"
"5318101185","20141016T000000","  630,500 ","3","1","1180","3600","1.5","No","No View","Average","7","1926","98112","47.6337","-122.28"
"1972200728","20141124T000000","  630,500 ","3","2.5","1909","1300","3","No","No View","Average","8","2006","98103","47.6538","-122.352"
"5212000020","20150324T000000","  630,100 ","4","2.75","1910","11356","1","No","No View","Very Good","7","1977","98033","47.6999","-122.2"
"2322069168","20140507T000000","  630,000 ","3","2.5","2680","327135","2","No","No View","Average","8","1995","98010","47.3783","-122.003"
"7214720400","20150217T000000","  630,000 ","3","2.5","2900","46609","2","No","No View","Average","9","1987","98077","47.7731","-122.086"
"4298100070","20140528T000000","  630,000 ","4","2.5","2740","43101","2","No","No View","Average","9","1993","98077","47.7649","-122.049"
"5561400340","20140605T000000","  630,000 ","4","3.75","4610","40202","1","No","No View","Good","10","1980","98027","47.4599","-122"
"1026069163","20150422T000000","  630,000 ","3","2.5","2460","38794","2","No","No View","Average","9","1999","98077","47.7602","-122.022"
"5561000920","20140502T000000","  630,000 ","4","2.75","2710","37277","2","No","No View","Average","9","2000","98027","47.4634","-121.987"
"629600030","20140714T000000","  630,000 ","4","2.5","2510","35020","1","No","No View","Good","8","1977","98075","47.5834","-122.003"
"205000410","20140915T000000","  630,000 ","3","2.5","2320","32772","2","No","No View","Average","9","1992","98053","47.6304","-121.988"
"1330900230","20150416T000000","  630,000 ","4","2.5","2330","31705","2","No","No View","Good","8","1980","98052","47.6471","-122.03"
"3586501085","20140808T000000","  630,000 ","4","2.5","2290","26720","2","No","No View","Average","8","1977","98177","47.7502","-122.374"
"1954600050","20140716T000000","  630,000 ","5","1.75","2490","24969","1","No","Average","Good","8","1959","98023","47.336","-122.35"
"7504400400","20141029T000000","  630,000 ","4","2.5","3220","14463","2","No","No View","Average","8","1978","98074","47.6261","-122.047"
"3395050050","20141114T000000","  630,000 ","3","3.25","3800","13995","2","No","Good","Average","9","1983","98011","47.7741","-122.203"
"4067600275","20140826T000000","  630,000 ","3","1","1360","13000","1","No","No View","Very Good","6","1945","98010","47.3359","-122.033"
"5095401070","20150423T000000","  630,000 ","3","2.5","3490","12410","2","No","No View","Average","8","2009","98059","47.4714","-122.071"
"3326049077","20140728T000000","  630,000 ","4","1.75","1770","12278","1","No","No View","Average","7","1937","98115","47.7004","-122.295"
"7752200100","20140930T000000","  630,000 ","4","2.5","2540","11100","1","No","No View","Very Good","7","1957","98008","47.6317","-122.124"
"4077800029","20141027T000000","  630,000 ","4","1.75","1930","10210","1.5","No","Average","Average","8","1941","98125","47.7078","-122.277"
"3902300450","20140702T000000","  630,000 ","4","2.5","2190","9880","1","No","No View","Good","8","1979","98033","47.6926","-122.186"
"5101407250","20141217T000000","  630,000 ","4","2.25","2900","9680","2","No","No View","Average","7","1947","98125","47.7037","-122.308"
"6641020050","20140618T000000","  630,000 ","4","2.5","2807","9430","2","No","No View","Average","8","1996","98028","47.7449","-122.223"
"4279600010","20141230T000000","  630,000 ","6","3","2470","9328","2","No","No View","Average","8","1982","98007","47.6025","-122.153"
"6619910140","20150224T000000","  630,000 ","4","1.75","2950","9025","1","No","Average","Good","8","1975","98034","47.7128","-122.223"
"4038700930","20141113T000000","  630,000 ","4","2.5","2100","8800","1","No","Average","Good","7","1960","98008","47.6146","-122.114"
"1472700200","20140709T000000","  630,000 ","3","1.75","1710","8767","1","No","No View","Good","8","1986","98033","47.6945","-122.188"
"305000310","20150421T000000","  630,000 ","4","2.5","2540","8706","2","No","No View","Average","9","1997","98075","47.5855","-122.031"
"191100665","20150413T000000","  630,000 ","2","1","1050","8382","1","No","No View","Average","7","1959","98040","47.5627","-122.221"
"114101505","20150423T000000","  630,000 ","5","3.5","4060","8309","2","No","No View","Average","9","2001","98028","47.757","-122.228"
"8044700010","20150427T000000","  630,000 ","3","1.75","1940","7306","1","No","No View","Average","8","1982","98052","47.6632","-122.153"
"8927600070","20150113T000000","  630,000 ","3","1.75","1540","6930","1","No","No View","Average","7","1944","98115","47.6782","-122.278"
"5652600605","20140807T000000","  630,000 ","5","2","2330","6783","1","No","No View","Average","7","1956","98115","47.6955","-122.295"
"6822100155","20140512T000000","  630,000 ","4","2","1770","6000","2","No","No View","Very Good","7","1911","98199","47.6493","-122.401"
"1245003660","20150321T000000","  630,000 ","3","2","1470","6000","1","No","No View","Average","8","1950","98033","47.6829","-122.202"
"518500700","20140507T000000","  630,000 ","2","2.25","2550","5663","1","No","No View","Average","10","2011","98056","47.5304","-122.202"
"3362401295","20150330T000000","  630,000 ","2","1.75","1260","5300","1","No","No View","Good","7","1951","98103","47.6809","-122.348"
"1105000402","20141028T000000","  630,000 ","4","3","3640","5096","2","No","No View","Average","8","2010","98118","47.5428","-122.27"
"5700000595","20150219T000000","  630,000 ","4","2","2000","5000","1.5","No","No View","Very Good","7","1925","98144","47.5787","-122.293"
"2769600190","20140715T000000","  630,000 ","5","2","1900","5000","1","No","Average","Average","8","1957","98107","47.6735","-122.362"
"3693901105","20141020T000000","  630,000 ","4","2","1610","5000","2","No","No View","Very Good","7","1946","98117","47.6775","-122.398"
"7600125","20141218T000000","  630,000 ","5","1","3020","4800","2","No","No View","Average","7","1901","98122","47.6025","-122.313"
"8650300130","20140908T000000","  630,000 ","4","2.5","2540","4727","2","No","No View","Average","9","1999","98034","47.7034","-122.236"
"8818400155","20150405T000000","  630,000 ","3","1","1590","4080","1.5","No","No View","Average","7","1922","98105","47.662","-122.326"
"9547205380","20140728T000000","  630,000 ","4","2.5","2240","4025","1","No","Average","Average","7","1926","98115","47.6818","-122.311"
"5742600115","20150407T000000","  630,000 ","4","2","2480","3680","1.5","No","No View","Good","7","1916","98116","47.5686","-122.392"
"3630120330","20140708T000000","  630,000 ","2","2.5","2290","3507","2","No","No View","Average","9","2005","98029","47.5545","-122.002"
"1498303895","20140729T000000","  630,000 ","4","2","2670","3240","1.5","No","No View","Good","9","1930","98144","47.5841","-122.294"
"2768300655","20150317T000000","  630,000 ","3","3","1880","2200","2","No","No View","Average","8","2007","98107","47.6666","-122.367"
"4242900285","20140805T000000","  630,000 ","4","2.5","1910","1502","3","No","No View","Average","8","2014","98107","47.6747","-122.393"
"6852700097","20140806T000000","  630,000 ","3","3.25","1610","1275","2","No","No View","Average","8","2005","98102","47.6236","-122.318"
"2770604081","20150305T000000","  629,950 ","3","2.5","1680","1683","2","No","No View","Average","9","2014","98119","47.6425","-122.374"
"2770604082","20150310T000000","  629,950 ","3","2.5","1680","1683","2","No","No View","Average","9","2014","98119","47.6424","-122.374"
"2770604080","20150324T000000","  629,950 ","3","2.5","1680","1620","2","No","No View","Average","9","2014","98119","47.6425","-122.374"
"9268851740","20140701T000000","  629,800 ","3","2.5","2390","1984","2","No","No View","Average","8","2008","98027","47.5405","-122.027"
"2553300120","20150504T000000","  629,500 ","3","2","2020","10584","1","No","No View","Average","10","1994","98075","47.5851","-122.028"
"1656600310","20140714T000000","  629,000 ","4","2.5","2660","22050","2","No","No View","Average","9","1996","98059","47.4911","-122.125"
"121039083","20150206T000000","  629,000 ","3","1.75","1460","12367","2","Yes","Excellent","Good","8","1970","98023","47.3311","-122.375"
"1687910200","20141007T000000","  629,000 ","4","2.25","1900","11171","1","No","No View","Average","8","1984","98006","47.561","-122.126"
"1370803820","20140602T000000","  629,000 ","3","2","1760","5000","1","No","No View","Very Good","7","1920","98199","47.6408","-122.403"
"1524039043","20140725T000000","  629,000 ","3","2","1510","4560","2","No","No View","Good","7","1909","98116","47.5689","-122.408"
"1923300170","20150109T000000","  629,000 ","5","2","2050","3000","1.5","No","No View","Average","7","1912","98103","47.6864","-122.352"
"6056110430","20140930T000000","  629,000 ","3","2.5","2160","1912","2","No","No View","Average","9","2014","98118","47.5642","-122.292"
"205000120","20150310T000000","  628,990 ","4","2.5","2540","32647","2","No","No View","Average","9","1996","98053","47.6324","-121.988"
"3395050060","20140722T000000","  628,000 ","3","1.75","4000","11894","1","No","No View","Average","9","1987","98011","47.7738","-122.203"
"3999200780","20141121T000000","  628,000 ","5","2.75","2830","11795","1","No","No View","Good","7","1960","98008","47.5828","-122.118"
"2273600260","20150403T000000","  628,000 ","3","2.25","1720","8521","1","No","No View","Good","7","1984","98033","47.6882","-122.184"
"558100090","20150312T000000","  628,000 ","5","2.75","2600","8160","2","No","No View","Average","8","2015","98133","47.7348","-122.34"
"4003000285","20140504T000000","  628,000 ","4","2","2280","6010","1","No","No View","Average","7","1900","98122","47.6034","-122.289"
"438000025","20140513T000000","  628,000 ","4","2","2260","6000","1","No","No View","Average","8","1958","98115","47.6876","-122.298"
"3658700395","20150409T000000","  628,000 ","4","1.75","1940","3060","1","No","No View","Good","7","1911","98115","47.6786","-122.317"
"8651500850","20150317T000000","  627,800 ","4","1.75","2010","12044","1","No","No View","Average","9","1982","98074","47.6446","-122.068"
"7856620910","20150414T000000","  627,500 ","4","2.5","2540","11500","1","No","No View","Good","8","1979","98006","47.5609","-122.15"
"3856901525","20141001T000000","  627,500 ","4","1","1560","4080","1.5","No","No View","Average","7","1923","98103","47.6711","-122.331"
"1088810040","20150320T000000","  627,250 ","4","2.5","2830","10677","2","No","No View","Average","9","1993","98011","47.742","-122.208"
"1081330180","20141222T000000","  627,000 ","4","2.5","2750","11830","2","No","No View","Average","9","2014","98059","47.4698","-122.121"
"3900500110","20141117T000000","  627,000 ","3","2","2310","10525","2","No","No View","Very Good","7","1965","98033","47.6727","-122.174"
"686530020","20140609T000000","  627,000 ","4","2","2030","9300","1","No","No View","Good","8","1976","98052","47.6658","-122.149"
"4123400320","20140505T000000","  627,000 ","4","2.25","1990","7712","1","No","No View","Average","8","1973","98027","47.5688","-122.087"
"6127010670","20140728T000000","  627,000 ","5","3.25","3570","5425","2","No","No View","Average","7","2005","98075","47.5933","-122.007"
"3142600120","20140826T000000","  627,000 ","3","2","1940","3800","1","No","No View","Good","7","1927","98115","47.6842","-122.309"
"8562770050","20140527T000000","  627,000 ","3","3.5","2710","3475","2","No","No View","Average","8","2005","98027","47.5359","-122.072"
"2652501630","20150504T000000","  626,700 ","3","1.5","1410","3600","1","No","No View","Average","7","1906","98109","47.6402","-122.357"
"9136102680","20140923T000000","  626,500 ","3","1.75","1610","3210","1","No","No View","Very Good","7","1928","98103","47.6656","-122.335"
"8078350100","20141204T000000","  626,100 ","4","2.5","2280","7219","2","No","No View","Good","8","1987","98029","47.5719","-122.021"
"250000320","20140929T000000","  626,000 ","4","1.75","1350","9293","1","No","No View","Good","7","1954","98004","47.6335","-122.196"
"6383000790","20150122T000000","  626,000 ","4","2.5","2570","7221","1","No","No View","Good","8","1958","98117","47.6921","-122.387"
"8078380090","20150311T000000","  626,000 ","3","2","2150","7200","1","No","No View","Average","8","1988","98029","47.5709","-122.018"
"7427800080","20150408T000000","  626,000 ","3","2.25","1810","5107","2","No","No View","Average","8","1989","98033","47.6882","-122.171"
"3052701135","20140626T000000","  626,000 ","3","1.75","2430","5000","2","No","No View","Good","7","1945","98117","47.6785","-122.372"
"2028701075","20140716T000000","  626,000 ","3","1","1040","4240","1","No","No View","Good","7","1924","98117","47.6768","-122.367"
"1962200037","20140502T000000","  626,000 ","3","2.25","1750","1572","2.5","No","No View","Average","9","2005","98102","47.6498","-122.321"
"2224079001","20150126T000000","  625,700 ","3","2","2570","159865","1","No","No View","Very Good","7","1968","98024","47.5547","-121.892"
"1025049114","20140717T000000","  625,504 ","3","2.25","1270","1566","2","No","No View","Average","8","2014","98105","47.6647","-122.284"
"2629600016","20150410T000000","  625,500 ","2","1","2160","7439","1","No","No View","Good","6","1953","98115","47.6981","-122.286"
"7202280390","20150220T000000","  625,250 ","4","2.5","2755","4831","2","No","No View","Average","7","2003","98053","47.685","-122.039"
"1136100006","20150127T000000","  625,000 ","2","1.5","1110","118047","1","No","No View","Average","7","1961","98072","47.7467","-122.128"
"1523069128","20150331T000000","  625,000 ","5","2.75","2910","85377","1","No","No View","Good","8","1966","98027","47.48","-122.03"
"2721049061","20140709T000000","  625,000 ","3","1.75","3160","76230","1","No","No View","Good","8","1978","98001","47.274","-122.287"
"3407700046","20140624T000000","  625,000 ","3","2.5","2410","64073","1","No","No View","Good","8","1976","98072","47.7457","-122.141"
"123059127","20140502T000000","  625,000 ","4","3.25","2730","54014","1","No","No View","Average","9","2007","98059","47.5133","-122.11"
"9238430680","20140521T000000","  625,000 ","4","2.5","2630","48706","2","No","No View","Average","8","1986","98072","47.775","-122.125"
"625069064","20150507T000000","  625,000 ","3","2.25","2570","47480","1","No","No View","Average","9","1979","98053","47.6854","-122.079"
"3276930400","20141022T000000","  625,000 ","4","2.25","2220","36085","2","No","No View","Average","9","1989","98075","47.5839","-121.991"
"3249500020","20150406T000000","  625,000 ","3","2.5","2750","35000","2","No","No View","Average","9","1993","98077","47.75","-122.024"
"1775500362","20141013T000000","  625,000 ","4","2.5","2601","34335","2","No","No View","Average","9","1995","98072","47.742","-122.087"
"2896310160","20140822T000000","  625,000 ","4","2.5","3190","27806","2","No","No View","Average","9","1997","98010","47.3425","-122.03"
"587550280","20140530T000000","  625,000 ","4","3.25","4240","25639","2","No","Good","Average","10","1989","98023","47.3241","-122.378"
"4039800180","20141222T000000","  625,000 ","4","2.25","2660","22194","1","No","No View","Good","8","1977","98008","47.6142","-122.107"
"2024059084","20150313T000000","  625,000 ","4","2.75","2290","21486","1","No","Average","Very Good","7","1963","98006","47.5515","-122.189"
"3425059099","20140625T000000","  625,000 ","5","2.5","2700","21208","1","No","No View","Good","8","1955","98005","47.6078","-122.154"
"2726049169","20140905T000000","  625,000 ","3","1.75","1580","20588","1","No","No View","Average","8","1970","98125","47.706","-122.29"
"6151800300","20150213T000000","  625,000 ","3","1.75","2700","18893","1","No","No View","Good","7","1948","98010","47.3397","-122.048"
"424069010","20140721T000000","  625,000 ","4","2.25","2470","17008","2","No","No View","Good","8","1979","98075","47.5924","-122.048"
"9541800065","20140609T000000","  625,000 ","3","1.75","2210","16200","1","No","No View","Average","8","1958","98005","47.5924","-122.175"
"8854100350","20150107T000000","  625,000 ","5","2.5","2990","15085","2","No","No View","Average","9","2007","98011","47.746","-122.218"
"3585300365","20140924T000000","  625,000 ","4","1.5","2190","13660","1","No","Good","Average","8","1952","98177","47.7658","-122.37"
"6977000040","20140823T000000","  625,000 ","4","3","2190","12825","1","No","No View","Average","9","1989","98034","47.7107","-122.229"
"7784000180","20150505T000000","  625,000 ","3","2","2168","12616","2","No","Fair","Good","7","1950","98146","47.4933","-122.367"
"2935400100","20140522T000000","  625,000 ","3","1.75","2060","12558","1","No","No View","Good","7","1984","98052","47.6659","-122.144"
"7000100775","20140721T000000","  625,000 ","3","2","1730","12219","1","No","No View","Good","7","1986","98004","47.5825","-122.189"
"1150000040","20140721T000000","  625,000 ","3","2.5","2360","12164","2","No","No View","Average","10","1987","98029","47.5596","-122.022"
"1828000050","20140514T000000","  625,000 ","4","2.75","1680","11180","1","No","No View","Good","7","1966","98052","47.6557","-122.127"
"1592000780","20140523T000000","  625,000 ","3","2.5","2600","10092","1","No","No View","Average","9","1984","98074","47.6223","-122.032"
"425059103","20141202T000000","  625,000 ","3","2.5","1860","10027","2","No","No View","Average","8","1993","98033","47.6775","-122.165"
"9346950050","20150429T000000","  625,000 ","3","2.5","2120","10021","1","No","No View","Good","8","1976","98006","47.5621","-122.135"
"6891800250","20150406T000000","  625,000 ","4","2.25","3230","9935","2","No","No View","Average","8","1986","98028","47.7685","-122.257"
